序号,名称（备注形式）,规格,材质,侧板厚度mm,"底板/横档厚度mm
mm",盖板厚度mm,数量,单位,本体单价（含税）,盖板单价（含税）,"本体及盖板合价
（含税）","合计
（含税）",品牌,执行标准（投标单位自填）,备注
170,热浸镀锌防水桥架800×150,800×150,钢制,2,2,1.5,2,m,146,93,239,478,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
171,热浸镀锌防火防水桥架200×100,200×100,钢制,1.2,1.2,1,2,m,43.2,22,65.2,130.4,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
172,热浸镀锌防火防水桥架300×100,300×100,钢制,1.2,1.2,1,2,m,52.900000000000006,31,83.9,167.8,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
173,热浸镀锌防火防水桥架400×100,400×100,钢制,1.5,1.5,1.2,2,m,73.5,45,118.5,237,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
174,热浸镀锌竖井桥架100*100,100*100,钢制,1,1,1,2,m,30.5,10,40.5,81,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
175,热浸镀锌竖井桥架150*150,150*150,钢制,1,1,1,2,m,44.3,15,59.3,118.6,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
176,热浸镀锌竖井桥架200*100,200*100,钢制,1.2,1.2,1,2,m,45.2,20,65.2,130.4,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
177,热浸镀锌竖井桥架300*150,300*150,钢制,1.2,1.2,1,2,m,65.8,28,93.8,187.6,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
178,热浸镀锌竖井桥架300*200,300*200,钢制,1.2,1.2,1,2,m,74.7,28,102.7,205.4,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
179,托盘式热镀锌防火桥架1000*200,1000*200,钢制,2.2,2.2,2,2,m,152.8,102,254.8,509.6,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
180,托盘式热镀锌防火桥架800*200,800*200,钢制,2,2,1.5,2,m,117.69999999999999,61,178.7,357.4,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
181,托盘式热镀锌防火桥架800*150,800*150,钢制,2,2,1.5,2,m,107.9,61,168.9,337.8,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
182,托盘式热镀锌防火桥架600*150,600*150,钢制,2,2,1.5,2,m,119.6,69,188.6,377.2,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
183,托盘式热镀锌防火桥架500*150,500*150,钢制,1.5,1.5,1.2,2,m,60.8,32,92.8,185.6,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
184,托盘式热镀锌防火桥架400*150,400*150,钢制,1.2,1.2,1,2,m,42.2,22,64.2,128.4,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
185,托盘式热镀锌防火桥架300*150,300*150,钢制,1.2,1.2,1,2,m,36.3,16,52.3,104.6,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
186,托盘式热镀锌防火桥架300*100,300*100,钢制,1.2,1.2,1,2,m,30.4,16,46.4,92.8,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
187,托盘式热镀锌防火桥架200*100,200*100,钢制,1.2,1.2,1,2,m,24.5,13,37.5,75,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
188,热镀锌防火桥架400*150,400*150,钢制,1.5,1.5,1.2,2,m,53,26,79,158,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
189,热镀锌防火桥架400*100,400*100,钢制,1.5,1.5,1.2,2,m,46.099999999999994,26,72.1,144.2,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
190,热镀锌防火桥架300*150,300*150,钢制,1.2,1.2,1,2,m,36.3,16,52.3,104.6,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
191,热镀锌防火桥架300*100,300*100,钢制,1.2,1.2,1,2,m,30.4,16,46.4,92.8,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
192,热镀锌防火桥架200*100,200*100,钢制,1.2,1.2,1,2,m,24.5,13,37.5,75,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
193,热镀锌防火梯式桥架1000*200,1000*200,钢制,2.2,2.2,2,2,m,71.80000000000001,102,173.8,347.6,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
194,热镀锌防火梯式桥架400*150,400*150,钢制,1.5,1.5,1.2,2,m,36.2,26,62.2,124.4,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
195,热镀锌防火桥架100*50,100*50,钢制,1,1,1,2,m,10.8,6,16.8,33.6,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
196,热镀锌桥架100*50,100*50,钢制,1,1,1,2,m,9.3,5.5,14.8,29.6,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
197,热镀镀锌桥架100*70,100*70,钢制,1,1,1,2,m,11.100000000000001,5.5,16.6,33.2,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
198,热镀镀锌桥架100*100,100*100,钢制,1,1,1,2,m,13.8,5.5,19.3,38.6,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
199,热镀镀锌桥架150*150,150*150,钢制,1,1,1,2,m,20.6,8,28.6,57.2,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
200,热镀镀锌桥架200*100,200*100,钢制,1.2,1.2,1,2,m,21.6,10,31.6,63.2,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
201,热镀镀锌桥架300*75,300*75,钢制,1.2,1.2,1,2,m,24,14,38,76,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
202,热镀镀锌桥架300*100,300*100,钢制,1.2,1.2,1,2,m,26.5,14,40.5,81,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
203,热镀镀锌桥架300*150,300*150,钢制,1.2,1.2,1,2,m,32.4,14,46.4,92.8,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
204,热镀镀锌桥架300*200,300*200,钢制,1.2,1.2,1,2,m,37.4,14,51.4,102.8,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
205,热镀镀锌桥架400*100,400*100,钢制,1.5,1.5,1.2,2,m,33.3,23,56.3,112.6,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
206,热镀镀锌桥架400*150,400*150,钢制,1.5,1.5,1.2,2,m,46.099999999999994,23,69.1,138.2,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
207,热镀镀锌桥架600*150,600*150,钢制,2,2,1.5,2,m,77.5,42,119.5,239,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
